id_product,name_product,description
honor-pad-x8a,HONOR Pad X8a WiFi 4GB/128GB,"HONOR Pad X8a gây ấn tượng với viên pin lớn cho thời gian chờ lên đến 56 ngày, màn hình 11 inch cân đối, âm thanh sống động và hiệu năng ổn định, mang đến sự tiện lợi và trải nghiệm trọn vẹn cho cả công việc lẫn giải trí hàng ngày. Màn hình hỗ trợ đa nhu cầu, thao tác dễ dàng HONOR Pad X8a được trang bị màn hình 11 inch với tỷ lệ hiển thị 84% so với thân máy, mang đến một bề mặt rộng dễ dàng thao tác. Màn hình có độ phân giải 1200 x 1920 pixels, cho hình ảnh sắc nét, kết hợp cùng với đó là tốc độ làm tươi 90 Hz, đem lại cho người dùng trải nghiệm xem thoải mái và ít giật lag. Xem thêm"
lenovo-tab-plus-wifi-8gb-256gb,Lenovo Tab Plus WiFi 8GB/256GB,"Lenovo Tab Plus kết hợp thiết kế tinh tế, hiệu năng mạnh mẽ và trải nghiệm giải trí đỉnh cao. Với màn hình lớn, chân đế tiện lợi, âm thanh sống động và pin bền bỉ, sản phẩm này đáp ứng tốt mọi nhu cầu từ công việc đến giải trí. Lenovo Tab Plus là lựa chọn lý tưởng trong phân khúc tablet tầm trung đến cao cấp. Sang trọng và tiện dụng cho mọi hoàn cảnh Ở mặt thiết kế, Lenovo Tab Plus mang lại ấn tượng mạnh với sự hoàn thiện chắc chắn nhờ khung và mặt lưng làm từ nhôm cao cấp. Chất liệu nhôm không chỉ giúp máy trông sang trọng mà còn mang lại cảm giác bền bỉ và chắc tay khi sử dụng. Các góc và cạnh của máy được bo cong mềm mại, giảm thiểu cảm giác cấn tay, cho phép người dùng thoải mái cầm nắm trong thời gian dài mà không bị khó chịu. Xem thêm"
samsung-galaxy-tab-a9-plus-5g,Samsung Galaxy Tab A9+ 5G 4GB/64GB,"Với giá cả phải chăng, Samsung Galaxy Tab A9+ 5G là một sản phẩm máy tính bảng của Samsung dành cho người dùng muốn sở hữu một thiết bị giải trí cơ bản với màn hình rộng và khả năng kết nối mạng toàn diện để truy cập internet bất kỳ lúc nào và ở bất kỳ đâu. Ngoại hình sang trọng, cứng cáp Thiết kế của Galaxy Tab A9+ 5G đem đến một sự tươi mới và tinh tế. Máy sở hữu một ngoại hình hiện đại và thanh lịch với mặt lưng phẳng và khung kim loại. Các góc bo tròn mềm mại làm cho máy có sự đối lập với những đường nét phẳng phiu nên trông khá thú vị. Vỏ ngoài của Galaxy Tab A9+ 5G được làm từ kim loại, tạo nên một vẻ ngoài sang trọng và đẳng cấp. Chất liệu kim loại cung cấp sự cứng cáp và độ bền cho máy tính bảng, giúp tăng thêm độ bền bỉ để hạn chế hư hại do va đập. Đặc biệt, việc làm nhám bề mặt này giúp ngăn máy trượt tay và mang lại cảm giác thoải mái khi cầm máy. Xem thêm"
ipad-pro-m4-11-inch-wifi-256gb,iPad Pro M4 11 inch WiFi 256GB,Xem thêm
redmi-pad-se-8-7-4g-4gb-128gb,Xiaomi Redmi Pad SE 8.7 4G 4GB/128GB,"Xiaomi Redmi Pad SE 8.7 4G có thiết kế gọn nhẹ với nhiều màu sắc lựa chọn. Pin dung lượng lớn cho thời gian sử dụng lâu dài, vi xử lý ổn định giúp xử lý mượt mà các tác vụ hàng ngày, và màn hình 8.7 inch mang lại hình ảnh sắc nét, dễ nhìn. Thiết kế nguyên khối kết hợp cùng mặt lưng nhựa chắc chắn Redmi Pad SE 8.7 4G có thiết kế tinh tế, với camera và các nút bấm được bố trí hợp lý, tạo nên một tổng thể hài hòa. Sự sắp xếp này không chỉ đẹp mắt mà còn giúp nâng cao trải nghiệm người dùng. Mỗi chi tiết, từ đường nét đến vị trí các phím bấm, đều được tính toán cẩn thận để đảm bảo thao tác chính xác và tiện lợi. Xem thêm"
redmi-pad-se-8-7-wifi-4gb-64gb,Xiaomi Redmi Pad SE 8.7 WiFi 4GB/64GB,"Xiaomi Redmi Pad SE 8.7 nổi bật với thiết kế được chăm chút đến từng chi tiết nhỏ. Màn hình 8.7 inch rõ nét mang đến trải nghiệm giải trí và làm việc đầy sống động. Với thời lượng pin dài, chiếc máy dễ dàng theo kịp nhịp sống năng động cả ngày, cùng sự hỗ trợ mạnh mẽ từ vi xử lý MediaTek Helio G85, đảm bảo hiệu năng mượt mà cho mọi nhu cầu hằng ngày. Màn hình IPS LCD rõ nét, vừa mắt Redmi Pad SE 8.7 sở hữu màn hình IPS LCD 8.7 inch, mang đến không gian hiển thị đủ rộng cho cả công việc và giải trí. Màn hình hiển thị sắc nét, màu sắc trung thực và độ sáng ổn định. Công nghệ IPS LCD giúp cải thiện góc nhìn rộng, đảm bảo chất lượng hình ảnh tốt từ mọi góc độ, cho bạn có một trải nghiệm thị giác thoải mái. Xem thêm"
oppo-pad-3-pro,OPPO Pad 3 Pro 12GB/256GB,"OPPO Pad 3 Pro là chiếc máy tính bảng lý tưởng cho những ai đam mê sáng tạo. Trang bị vi xử lý mạnh mẽ từ Qualcomm cùng các tính năng AI độc đáo, Pad 3 Pro mang đến hiệu suất ấn tượng, giúp xử lý mượt mà mọi tác vụ từ thiết kế đồ họa đến chỉnh sửa video. Chip xử lý chuẩn đồ họa, cho khả năng vẽ mượt mà OPPO Pad 3 Pro được trang bị con chip Snapdragon 8 Gen 3, sản xuất trên tiến trình 4 nm tiên tiến, đem đến không chỉ hiệu năng mạnh mẽ mà còn tối ưu năng lượng sử dụng, hỗ trợ người dùng xử lý nhanh gọn các công việc hằng ngày. Xem thêm"
tcl-tab-10-gen-2,TCL Tab 10 Gen 2 4G 4GB/64GB,"Trong năm 2023, TCL Tab 10 Gen 2 LTE được cho ra mắt, máy đã nhanh chóng chiếm được cảm tình của người dùng với mức giá bán hấp dẫn và nhiều ưu điểm nổi trội. Điểm nhấn của máy là màn hình lớn 10.36 inch, thiết kế mỏng nhẹ với mặt lưng kim loại sang trọng. Thiết kế với mặt lưng kim loại TCL Tab 10 Gen 2 LTE có vẻ ngoài trông khá thanh lịch với mặt lưng và màn hình được làm theo dạng phẳng, một cách tạo hình quen thuộc so với mặt bằng chung máy tính bảng có trên thị trường trong năm 2023. Điểm nhấn chính ở máy có lẽ là nằm ở phần mặt lưng, vị trí này được làm từ chất liệu kim loại mặc dù đây chỉ là sản phẩm giá rẻ. Xem thêm"
ipad-10-wifi-cellular-256gb,iPad 10 5G 256GB,"Không để cộng đồng yêu công nghệ đợi lâu, Apple đã cho ra mắt sản phẩm iPad 10 WiFi Cellular 256GB với thiết kế trẻ trung, cấu hình ổn định đáp ứng nhu cầu sử dụng giải trí và làm việc một cách linh hoạt. Kiểu dáng mỏng nhẹ, phong cách hiện đại iPad 10 sở hữu thiết kế hình chữ nhật quen thuộc, các cạnh được vát phẳng mang đến sự hiện đại cho tổng thể. Khung viền và mặt lưng của máy tính bảng đều được làm từ kim loại cao cấp, không chỉ đẹp mắt mà còn có khả năng chịu lực tốt. Nút Home quen thuộc ở iPad 9 đã bị loại bỏ thay vào đó là các thao tác vuốt chạm, phần cạnh trên và cạnh dưới đã được làm mỏng hơn vừa thẩm mỹ vừa cho tỉ lệ màn hình trên thân máy cao hơn. Các nút điều chỉnh âm lượng vẫn được đặt ở cạnh phải của máy tính bảng để bạn thuận tiện khi dùng. Xem thêm"
ipad-pro-m4-13-inch-wifi-256gb,iPad Pro M4 13 inch WiFi 256GB,Xem thêm
samsung-galaxy-tab-a9-4g,Samsung Galaxy Tab A9 4G 4GB/64GB,"Samsung đã cho ra mắt mẫu máy tính bảng mang tên Samsung Galaxy Tab A9 4G, đặc điểm nổi bật của máy bao gồm cấu hình ổn trong tầm giá, màn hình lớn và viên pin 5100 mAh tích hợp bên trong. Điều này cải thiện hiệu suất làm việc mà vẫn giữ tính di động tối ưu. Thiết kế phẳng, hiện đại Khi nhìn vào chiếc Galaxy Tab A9 4G, một sản phẩm thuộc dòng Samsung Galaxy Tab A, một điều đầu tiên mà người dùng có thể cảm nhận là sự thanh lịch và tinh tế. Được lấy cảm hứng từ phong cách thiết kế phẳng, màn hình và mặt lưng của sản phẩm hoàn hảo tương tự với nhau, tạo ra một sự đồng nhất và hiện đại. Xem thêm"
samsung-galaxy-tab-s9,Samsung Galaxy Tab S9 WiFi 8GB/128GB,"Cuối cùng Samsung Galaxy Tab S9 WiFi 128GB cũng đã chính thức ra mắt tại thị trường Việt Nam vào tháng 07/2023, đây được xem là một sự trở lại đầy ấn tượng khi hãng nâng cấp mạnh về hiệu năng cũng như cải tiến pin và màn hình tốt hơn so với thế hệ tiền nhiệm, hứa hẹn mang lại trải nghiệm tuyệt vời cho mọi tác vụ. Thiết kế thanh lịch và sang trọng Galaxy Tab S9 WiFi là một trong những sản phẩm mới nhất trong dòng tablet của Samsung, hứa hẹn mang đến trải nghiệm đỉnh cao với nhiều tính năng ấn tượng, sự kết hợp hoàn hảo giữa kiểu dáng tinh tế, chất liệu cao cấp và sắc màu bắt mắt. Xem thêm"
tcl-tab-11,TCL Tab 11 WiFi 4GB/128GB,"Trên thị trường máy tính bảng hiện nay, người dùng có rất nhiều sự lựa chọn khác nhau. Trong đó, TCL Tab 11 Wifi nổi lên nhờ có mức giá phải chăng nhưng lại sở hữu nhiều điểm nổi bật về thông số cấu hình. Thiết kế hiện đại kết hợp cùng chất liệu bền bỉ TCL Tab 11 Wifi là một chiếc máy tính bảng với thiết kế vuông vắn, thanh lịch và sang trọng, mang lại cho người dùng trải nghiệm hiện đại và thú vị hơn. Với việc sử dụng chất liệu nhôm nguyên khối, máy không chỉ ghi điểm với sự bền bỉ mà còn tạo nên vẻ ngoại hình tinh tế, đẳng cấp. Xem thêm"
samsung-galaxy-tab-s9-5g-128gb,Samsung Galaxy Tab S9 5G 8GB/128GB,"Samsung Galaxy Tab S9 5G 128GB là dòng máy tính bảng cao cấp được ra mắt tại thị trường Việt Nam vào tháng 07/2023, máy được nâng cấp mạnh mẽ về cấu hình giúp mang đến khả năng xử lý mượt mà mọi tác vụ một cách đỉnh cao. Vẻ ngoài sang trọng, tinh tế Một điểm đặc biệt nổi bật của Galaxy Tab S9 5G chính là thiết kế nguyên khối tinh tế. Mặt lưng và bộ khung được liên kết một cách mượt mà, tạo nên sự hài hòa về hình thức và chức năng. Thiết kế này không chỉ tạo nên vẻ đẹp thẩm mỹ mà còn giúp tăng cường độ bền và khả năng chịu va đập, mang lại sự an tâm trong sử dụng hằng ngày. Xem thêm"
ipad-mini-7-wifi,iPad mini 7 WiFi 128GB,"iPad mini 7 là thiết bị nhỏ gọn nhưng mạnh mẽ, được Apple phát triển với thiết kế tinh tế và công nghệ tiên tiến. Sản phẩm đặc biệt nổi bật với chip A17 Pro, màn hình Liquid Retina sắc nét và hỗ trợ Apple Pencil Pro, mang đến trải nghiệm tối ưu cho cả công việc lẫn giải trí. Nhỏ gọn tinh tế, không giới hạn phong cách iPad mini 7 sở hữu ngoại hình thanh lịch với bốn tùy chọn màu sắc: xanh dương, tím, đen-xám và trắng starlight. Mỗi màu sắc đều mang đến một phong cách riêng, từ năng động đến sang trọng, phù hợp với mọi đối tượng người dùng. Dù chọn phiên bản nào, người dùng cũng sẽ cảm nhận được vẻ đẳng cấp mà thiết bị mang lại. Xem thêm"
samsung-galaxy-tab-a9-plus-wifi-8gb-128gb,Samsung Galaxy Tab A9+ WiFi 8GB/128GB,"Samsung Galaxy Tab A9+ WiFi 8GB/128GB chính thức được ra mắt tại Việt Nam, sở hữu thiết kế hiện đại, màn hình lớn và chip Snapdragon 695 mạnh mẽ. Với viên pin 7040 mAh, máy đảm bảo thời gian sử dụng lâu dài, mang lại trải nghiệm mượt mà cho cả công việc và giải trí. Thiết kế góc cạnh, tinh tế và sang trọng Galaxy Tab A9+ WiFi gây ấn tượng với mặt lưng phẳng và thiết kế vuông vắn, tạo nên vẻ ngoài thanh lịch và phù hợp với nhiều phong cách người dùng. Sự đơn giản trong thiết kế mang lại cái nhìn hiện đại, dễ dàng sử dụng cho cả công việc lẫn giải trí. Điểm đặc biệt của sản phẩm thuộc dòng Samsung Galaxy Tab A này là thiết kế nguyên khối với khung kim loại, không chỉ làm cho Tab A9+ WiFi trông sang trọng mà còn giúp tăng độ bền và khả năng chống va đập. Mặt trước và mặt lưng đều phẳng, tạo nên một tổng thể liền mạch, tối giản nhưng đầy ấn tượng. Xem thêm"
tcl-tab-10l-gen-2,TCL Tab 10L Gen 2 WiFi 3GB/32GB,"Được ra mắt trong năm 2023, TCL Tab 10L Gen 2 tạo được sự chú ý khi có giá bán hết sức cạnh tranh nhưng lại sở hữu khá nhiều đặc điểm nổi bật. Ưu điểm lớn nhất có thể kể đến là màn hình lớn, thiết kế mỏng và có cả mặt lưng kim loại. Thiết kế phẳng và có mặt lưng làm từ kim loại TCL Tab 10L Gen 2 có một thiết kế vuông vắn với hai mặt trước và sau được thiết kế phẳng, cách làm này đem đến cho máy một cái nhìn tinh tế đầy sang trọng và có tính xu hướng khi đây được xem là kiểu dáng thịnh hành trong vài năm qua. Máy có độ mỏng 7.99 mm, một con số khá lý tưởng trên một chiếc máy tính bảng giá rẻ, mang đến cái nhìn thanh lịch cũng như tạo cảm giác cầm nắm được tốt hơn. Bên cạnh đó, tablet còn mang đến điểm nhấn khi kết hợp giữa khung viền nhựa nhẹ cùng mặt lưng kim loại cứng cáp. Xem thêm"
lenovo-tab-m11-4g,Lenovo Tab M11 4G 4GB/128GB,"Lenovo Tab M11 4G 4GB/128GB mở ra thế giới giải trí sinh động với màn hình IPS LCD 11 inch, độ phân giải 1200 x 1920 Pixels, tần số quét 90 Hz. Âm thanh Dolby Atmos và tính năng Google Kids Space biến tablet này thành công cụ giải trí và học tập tuyệt vời cho cả gia đình. Thiết kế tinh tế, đường nét vuông vức Lenovo Tab M11 4G mang vẻ đẹp tinh tế với thiết kế mỏng chỉ 7.15 mm và khối lượng 465 g, dễ dàng cầm nắm và di chuyển. Khung máy vuông vức với các góc bo cong mềm mại, tạo cảm giác thoải mái khi sử dụng. Mặt trước nổi bật với viền màn hình cân đối, giúp cho việc hiển thị tương đối dễ nhìn, không gây khó chịu. Xem thêm"
ipad-air-m2-13-inch-wifi-cellular-128gb,iPad Air 6 M2 13 inch 5G 128GB,Xem thêm
ipad-air-m2-13-inch-wifi-128gb,iPad Air 6 M2 13 inch WiFi 128GB,Xem thêm
samsung-galaxy-tab-s6-lite-2024,Samsung Galaxy Tab S6 Lite 2024 4G 4GB/64GB,"Samsung Galaxy Tab S6 Lite (2024) là người bạn đồng hành lý tưởng trên hành trình sáng tạo và học tập. Với thiết kế nhỏ gọn, màn hình rộng 10.4 inch, mang lại cảm giác thoải mái mỗi khi cầm nắm. Hỗ trợ hệ điều hành One UI 6.1, bút S Pen tích hợp sẵn, sản phẩm mở ra không gian làm việc và giải trí đa năng dành cho bạn. Thiết kế cao cấp, sang trọng Samsung Galaxy Tab S6 Lite (2024) mang trên mình ngôn ngữ thiết kế quen thuộc từ thế hệ tiền nhiệm, vẫn giữ nguyên vẻ đẹp thanh lịch và tinh tế với khung kim loại nguyên khối cao cấp. Độ bền và vẻ ngoài sang trọng, kết hợp cùng những cải tiến mạnh mẽ về cấu hình và hiệu năng, thiết bị này thực sự nâng tầm trải nghiệm người dùng. Xem thêm"
lenovo-tab-m11-wifi,Lenovo Tab M11 WiFi 4GB/128GB,"Lenovo Tab M11 mở ra một thế giới giải trí rực rỡ với màn hình IPS LCD 11 inch, độ phân giải 1200 x 1920 Pixels và tần số quét 90 Hz. Với âm thanh Dolby Atmos và các tính năng thông minh như Google Kid Space, chiếc tablet này không chỉ là thiết bị giải trí mà còn là công cụ học tập tuyệt vời cho cả gia đình. Thiết kế vuông vức, cầm nắm thoải mái Lenovo Tab M11 được thiết kế tinh tế với độ dày chỉ 7.15 mm và nặng 465g, dễ dàng cầm nắm và di chuyển. Khung máy vuông vức cùng các góc bo cong mềm mại, tạo cảm giác thoải mái khi sử dụng. Mặt trước nổi bật với viền màn hình đều nhau, tạo sự cân đối. Xem thêm"
ipad-air-m2-11-inch-wifi-cellular-128gb,iPad Air 6 M2 11 inch 5G 128GB,Xem thêm
ipad-pro-m4-13-inch-wifi-cellular-256gb,iPad Pro M4 13 inch 5G 256GB,Xem thêm
ipad-mini-7-5g,iPad mini 7 5G 128GB,"iPad mini 7 5G chiếc máy tính bảng nhỏ gọn, lý tưởng cho người thường xuyên di chuyển. Với thiết kế tinh tế, 100% nhôm tái chế và khối lượng dưới 300g, sản phẩm mang lại sự thoải mái và thân thiện với môi trường. Cấu hình mạnh mẽ và màn hình sắc nét giúp đáp ứng tốt nhu cầu làm việc, học tập và giải trí. Chất liệu tái chế, thiết kế bền bỉ Với cam kết phát triển bền vững, Apple đã sử dụng 100% nhôm tái chế để chế tạo vỏ máy iPad mini 7 5G. Quyết định này không chỉ thể hiện sự quan tâm của Apple đối với vấn đề biến đổi khí hậu mà còn đáp ứng nhu cầu ngày càng cao của người tiêu dùng về các sản phẩm thân thiện với môi trường. Xem thêm"
samsung-galaxy-tab-s10-fe-5g,Samsung Galaxy Tab S10 FE 5G 8GB/128GB,"Khám phá thế giới số theo cách hoàn toàn mới với Samsung Galaxy Tab S10 FE 5G chiếc tablet tầm trung sở hữu hiệu suất vượt bậc cùng khả năng kết nối siêu tốc. Đây là lựa chọn lý tưởng cho những ai đang tìm kiếm thiết bị vừa đáp ứng tốt nhu cầu công việc, học tập, vừa phục vụ giải trí một cách linh hoạt và thời thượng. Màn hình rộng 10.9 inch, trải nghiệm hình ảnh sống động Máy tính bảng Samsung Galaxy Tab S gây ấn tượng với màn hình TFT LCD 10.9 inch, mang đến không gian hiển thị rộng rãi và rực rỡ. Dù bạn đang xem phim, chỉnh sửa văn bản, lướt web hay phác thảo ý tưởng sáng tạo, mọi nội dung đều trở nên sống động và rõ nét nhờ độ phân giải cao 1440 x 2304 pixels. Xem thêm"
samsung-galaxy-tab-s10-fe-plus,Samsung Galaxy Tab S10 FE+ WiFi 8GB/128GB,"Mở rộng giới hạn trải nghiệm công nghệ cùng Samsung Galaxy Tab S10 FE Plus, chiếc tablet tầm trung cao cấp mang đến sức mạnh vượt mong đợi. Được thiết kế để hỗ trợ từ công việc đến giải trí, sản phẩm là lựa chọn hoàn hảo cho học sinh, sinh viên, dân văn phòng hay người yêu công nghệ hiện đại. Hình ảnh chân thực trên màn hình rộng 13.1 inch Thiết kế hướng đến trải nghiệm thị giác vượt trội, máy tính bảng Samsung sở hữu màn hình TFT LCD 13.1 inch. Kích thước này mang đến không gian rộng lớn, lý tưởng cho vô số tác vụ từ giải trí như xem phim, chơi game, đến công việc như chỉnh sửa tài liệu, duyệt web đa cửa sổ hay phác thảo ý tưởng. Xem thêm"
ipad-11-5g-128gb,iPad A16 5G 128GB,Xem thêm
xiaomi-redmi-pad-2-4g-4gb-128gb,Xiaomi Redmi Pad 2 4G 4GB/128GB,Không có mô tả
xiaomi-pad-7-pro-12gb-512gb,Xiaomi Pad 7 Pro WiFi 12GB/512GB,"Sự phát triển của công nghệ đang thúc đẩy xu hướng sử dụng máy tính bảng thay thế dần cho máy tính xách tay trong nhiều lĩnh vực. Xiaomi Pad 7 Pro 512GB là một sản phẩm đáng chú ý trong phân khúc này, khi được kết hợp hiệu năng mạnh mẽ, màn hình chất lượng cao và công nghệ trí tuệ nhân tạo hiện đại. Thiết kế gọn nhẹ, âm thanh sống động Xiaomi Pad 7 Pro 512GB sở hữu thiết kế nguyên khối bằng hợp kim nhôm, mang lại sự chắc chắn và sang trọng. Với độ mỏng chỉ 6.18 mm và khối lượng 500g, máy tạo cảm giác cầm nắm thoải mái và dễ dàng mang theo trong nhiều tình huống sử dụng. Xem thêm"
ipad-air-m3-11-inch-5g-128gb,iPad Air M3 11 inch 5G 128GB,Xem thêm
ipad-air-m3-13-inch-wifi-128gb,iPad Air M3 13 inch WiFi 128GB,Xem thêm
